doc_id,filing_datetime,doc_type_name,doc_type_code_used,filer_name,filer_name_en,ticker,fiscal_year_end,accounting_standard,net_sales,operating_income,net_income,assets,liabilities,equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,roe,equity_ratio
S100X2IW,2026-01-16 09:02:00,Semi-Annual Report,160,ラッセル・インベストメント株式会社,Russell Investments Japan Co.,,,,,5549263445.0,,,,,,,,,
S100X2J2,2026-01-16 09:03:00,Semi-Annual Report,160,ラッセル・インベストメント株式会社,Russell Investments Japan Co.,,,,,170844718.0,,,,,,,,,
S100XEJ6,2026-01-16 09:03:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,-679423192.0,,,,,,,,,
S100XELU,2026-01-16 09:04:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,1184119891.0,,,,,,,,,
S100XEUX,2026-01-16 09:04:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,1762962773.0,,,,,,,,,
S100XD7P,2026-01-16 09:05:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,89884782.0,,,,,,,,,
S100XAOJ,2026-01-16 09:06:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,166802591.0,,,,,,,,,
S100XEGG,2026-01-16 09:10:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,95435439.0,,,,,,,,,
S100XD7U,2026-01-16 09:14:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,-31913.0,,,,,,,,,
S100XCV6,2026-01-16 09:17:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,21297.0,,,,,,,,,
S100XFLY,2026-01-14 10:43:00,Semi-Annual Report,160,株式会社ＩＫホールディングス,,,,,,103059000.0,,,,,,,,,
S100XF2Z,2026-01-14 09:06:00,Semi-Annual Report,160,株式会社オータケ,,,,,,513646000.0,,,,,,,,,
S100XF9C,2026-01-19 09:00:00,Semi-Annual Report,160,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,,,,17784024.0,,,,,,,,,
S100X7RM,2026-01-19 09:03:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,10524419.0,,,,,,,,,
S100X9FM,2026-01-19 09:04:00,Semi-Annual Report,160,明治安田アセットマネジメント株式会社,Meiji Yasuda Asset Management Company Ltd.,,,,,375228583.0,,,,,,,,,
S100XAVD,2026-01-19 09:25:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,5291473.0,,,,,,,,,
S100XBDE,2026-01-19 09:34:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,166134286.0,,,,,,,,,
S100XFSP,2026-01-14 16:25:00,Semi-Annual Report,160,株式会社Ｅｎｊｉｎ,,,,,,404534000.0,,,,,,,,,
S100XBAI,2026-01-20 09:01:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,765558.0,,,,,,,,,
S100XAVH,2026-01-20 09:04:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,23367780.0,,,,,,,,,
S100XCDL,2026-01-20 09:04:00,Semi-Annual Report,160,ＳＯＭＰＯアセットマネジメント株式会社,SOMPO Asset Management Co.,,,,,35211420.0,,,,,,,,,
S100XFGZ,2026-01-20 09:07:00,Semi-Annual Report,160,ＳＯＭＰＯアセットマネジメント株式会社,SOMPO Asset Management Co.,,,,,-10258843.0,,,,,,,,,
S100X23T,2026-01-20 09:17:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,1435496.0,,,,,,,,,
S100XBE3,2026-01-20 09:20:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,806803.0,,,,,,,,,
S100XBE6,2026-01-20 09:21:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,59211353.0,,,,,,,,,
S100XB92,2026-01-20 09:32:00,Semi-Annual Report,160,ドイチェ・アセット・マネジメント株式会社,DEUTSCHE ASSET MANAGEMENT CO.,,,,,128258858.0,,,,,,,,,
S100XDEN,2026-01-20 09:49:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,-14160208.0,,,,,,,,,
S100XAPY,2026-01-20 09:54:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,58851611.0,,,,,,,,,
S100XDEP,2026-01-20 09:55:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,931778760.0,,,,,,,,,
