doc_id,filing_datetime,doc_type_name,filer_name,filer_name_en,ticker,fiscal_year_end,accounting_standard,net_sales,operating_income,net_income,assets,liabilities,equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,roe,equity_ratio
S100XGD2,2026-01-20 09:19:00,Securities Report,ゴールドマン・サックス・アセット・マネジメント株式会社,Goldman Sachs Asset Management Co.,,2025-10-20,Japan GAAP,,-8835714.0,-8835714,,,,,,,,
S100XDEH,2026-01-20 09:19:00,Securities Report,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,2025-10-27,Japan GAAP,,5968416036.0,5968416036,,,,,,,,
S100X245,2026-01-20 09:19:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,5229582243.0,5229582243,,,,,,,,
S100X24C,2026-01-20 09:21:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,242822340.0,242822340,,,,,,,,
S100XD9E,2026-01-20 09:21:00,Securities Report,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,2025-10-20,Japan GAAP,,2688545844.0,2688545844,,,,,,,,
S100XGEF,2026-01-20 09:22:00,Securities Report,ゴールドマン・サックス・アセット・マネジメント株式会社,Goldman Sachs Asset Management Co.,,2025-10-20,Japan GAAP,,-2447831.0,-2447831,,,,,,,,
S100X24G,2026-01-20 09:23:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,578693745.0,578693745,,,,,,,,
S100X24M,2026-01-20 09:25:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,-1065412.0,-1065412,,,,,,,,
S100XEH1,2026-01-20 09:25:00,Securities Report,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,2025-10-27,Japan GAAP,,308496960.0,308496960,,,,,,,,
S100X24Q,2026-01-20 09:27:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,69222701.0,69222701,,,,,,,,
S100X24U,2026-01-20 09:29:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,-26620504.0,-26620504,,,,,,,,
S100XDKJ,2026-01-20 09:30:00,Securities Report,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,2025-10-20,Japan GAAP,,32485458.0,32485458,,,,,,,,
S100X24Y,2026-01-20 09:31:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,23827393.0,23827393,,,,,,,,
S100XDEJ,2026-01-20 09:31:00,Securities Report,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,2025-10-27,Japan GAAP,,2521644805.0,2521644805,,,,,,,,
S100X252,2026-01-20 09:33:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,4105072876.0,4105072876,,,,,,,,
S100XGJU,2026-01-20 09:33:00,Securities Report,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,2025-10-20,Japan GAAP,,9312802000000.0,9312802000000,,,,,,,,
S100X25B,2026-01-20 09:35:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,3353795938.0,3353795938,,,,,,,,
S100XCVH,2026-01-20 09:36:00,Securities Report,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,2025-10-27,Japan GAAP,,13887436.0,13887436,,,,,,,,
S100X25F,2026-01-20 09:37:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,49226087616.0,49226087616,,,,,,,,
S100XDEL,2026-01-20 09:41:00,Securities Report,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,2025-10-27,Japan GAAP,,6449274517.0,6449274517,,,,,,,,
S100XFVG,2026-01-21 09:00:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-11-06,Japan GAAP,,11452301.0,11452301,,,,,,,,
S100XDML,2026-01-21 09:01:00,Securities Report,三井住友ＤＳアセットマネジメント株式会社,,,2025-10-24,Japan GAAP,,20843012.0,20843012,,,,,,,,
S100X6Q8,2026-01-21 09:03:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-22,Japan GAAP,,48530166392.0,48530166392,,,,,,,,
S100XEHX,2026-01-21 09:04:00,Securities Report,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,2025-10-21,Japan GAAP,,138916806.0,138916806,,,,,,,,
S100XDKK,2026-01-21 09:04:00,Securities Report,三井住友ＤＳアセットマネジメント株式会社,,,2025-10-24,Japan GAAP,,11452077.0,11452077,,,,,,,,
S100XFUX,2026-01-21 09:05:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-10-24,Japan GAAP,,5215304032.0,5215304032,,,,,,,,
S100XFV8,2026-01-21 09:09:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-10-24,Japan GAAP,,1467275299.0,1467275299,,,,,,,,
S100X2MM,2026-01-21 09:11:00,Securities Report,イーストスプリング・インベストメンツ株式会社,Eastspring Investments Limited,,2025-10-21,Japan GAAP,,665200643.0,665200643,,,,,,,,
S100XGQC,2026-01-21 13:00:00,Securities Report,太陽毛絲紡績株式会社,,,2025-10-31,Japan GAAP,509956000.0,19943000.0,24634000,,,,96443000.0,-4792000.0,-113142000.0,0.0132,0.5497
S100XGOW,2026-01-21 13:13:00,Securities Report,株式会社カナモト,,9678.T,2025-10-31,Japan GAAP,213266000000.0,17369000000.0,10977000000,,,,47415000000.0,-4731000000.0,-32654000000.0,0.076,0.454
S100X3GT,2026-01-22 09:00:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-27,Japan GAAP,,6300614091.0,6300614091,,,,,,,,
S100X2MS,2026-01-22 09:00:00,Securities Report,イーストスプリング・インベストメンツ株式会社,Eastspring Investments Limited,,2025-10-24,Japan GAAP,,167233140.0,167233140,,,,,,,,
S100X7TB,2026-01-22 09:06:00,Securities Report,三井住友ＤＳアセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,2904572658.0,2904572658,,,,,,,,
S100X9O8,2026-01-22 09:19:00,Securities Report,ＨＳＢＣアセットマネジメント株式会社,HSBC Asset Management (Japan) Limited,,2025-10-27,Japan GAAP,,144304794.0,144304794,,,,,,,,
S100XGG2,2026-01-22 09:20:00,Securities Report,株式会社学情,,2301.T,2025-10-31,Japan GAAP,11019177000.0,2332961000.0,1892164000,,,,1898587000.0,368451000.0,-1511172000.0,0.129,0.869
S100XCFI,2026-01-22 09:38:00,Securities Report,インベスコ・アセット・マネジメント株式会社,INVESCO ASSET MANAGEMENT CO.,,2025-10-27,Japan GAAP,,217118034.0,217118034,,,,,,,,
S100XH4J,2026-01-22 17:12:00,Securities Report,ファースト住建株式会社,,8917.T,2025-10-31,Japan GAAP,42883657000.0,2490222000.0,1435197000,,,,2919641000.0,-1162627000.0,5485000.0,0.036,0.658
S100X78W,2026-01-23 09:00:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-27,Japan GAAP,,725793362.0,725793362,,,,,,,,
S100XDED,2026-01-23 09:00:00,Securities Report,Ｔ＆Ｄアセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,691689191.0,691689191,,,,,,,,
S100XGER,2026-01-23 09:00:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-10-27,Japan GAAP,,679352901.0,679352901,,,,,,,,
S100XG5B,2026-01-23 09:02:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-24,Japan GAAP,,547302303.0,547302303,,,,,,,,
S100XG79,2026-01-23 09:02:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-23,Japan GAAP,,9850588.0,9850588,,,,,,,,
S100X80X,2026-01-23 09:04:00,Securities Report,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,2025-10-24,Japan GAAP,,3024682558.0,3024682558,,,,,,,,
S100XDB6,2026-01-23 09:05:00,Securities Report,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,2025-10-24,Japan GAAP,,42433816763.0,42433816763,,,,,,,,
S100XG5K,2026-01-23 09:05:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-24,Japan GAAP,,55762742092.0,55762742092,,,,,,,,
S100X88O,2026-01-23 09:06:00,Securities Report,明治安田アセットマネジメント株式会社,Meiji Yasuda Asset Management Company Ltd.,,2025-10-27,Japan GAAP,,507274956.0,507274956,,,,,,,,
S100XEMD,2026-01-23 09:06:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,8610448610.0,8610448610,,,,,,,,
S100XDTT,2026-01-23 09:06:00,Securities Report,農林中金全共連アセットマネジメント株式会社,Norinchukin Zenkyoren Asset Management Co.,,2025-10-23,Japan GAAP,,145700534.0,145700534,,,,,,,,
S100X7RZ,2026-01-23 09:08:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-29,Japan GAAP,,2351086864.0,2351086864,,,,,,,,
S100XEWM,2026-01-23 09:08:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,702824348.0,702824348,,,,,,,,
S100XDB0,2026-01-23 09:09:00,Securities Report,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,2025-10-24,Japan GAAP,,-2619264987.0,-2619264987,,,,,,,,
S100XCRX,2026-01-23 09:09:00,Securities Report,ドイチェ・アセット・マネジメント株式会社,DEUTSCHE ASSET MANAGEMENT CO.,,2025-10-27,Japan GAAP,,75992417.0,75992417,,,,,,,,
S100X58R,2026-01-23 09:10:00,Securities Report,ＵＢＳアセット・マネジメント株式会社,UBS Asset Management (Japan) Ltd.,,2025-10-23,Japan GAAP,,7905290907.0,7905290907,,,,,,,,
S100X58O,2026-01-23 09:12:00,Securities Report,ＵＢＳアセット・マネジメント株式会社,UBS Asset Management (Japan) Ltd.,,2025-10-27,Japan GAAP,,1740438367.0,1740438367,,,,,,,,
S100XEXK,2026-01-23 09:13:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,297508473.0,297508473,,,,,,,,
S100XGX7,2026-01-23 09:13:00,Securities Report,ゴールドマン・サックス・アセット・マネジメント株式会社,Goldman Sachs Asset Management Co.,,2025-10-23,Japan GAAP,,225767671.0,225767671,,,,,,,,
S100XEVM,2026-01-23 09:13:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,2014408755.0,2014408755,,,,,,,,
S100XEWT,2026-01-23 09:15:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,1410107918.0,1410107918,,,,,,,,
S100XEP3,2026-01-23 09:17:00,Securities Report,東京海上アセットマネジメント株式会社,TOKIO MARINE ASSET MANAGEMENT CO.,,2025-10-27,Japan GAAP,,2032527699.0,2032527699,,,,,,,,
S100WZTK,2026-01-23 09:18:00,Securities Report,ＳＢＩ岡三アセットマネジメント株式会社,SBI Okasan Asset Management Co.,,2025-10-24,Japan GAAP,,-77176963.0,-77176963,,,,,,,,
S100WYKI,2026-01-23 09:19:00,Securities Report,ＳＢＩ岡三アセットマネジメント株式会社,SBI Okasan Asset Management Co.,,2025-10-24,Japan GAAP,,229948552.0,229948552,,,,,,,,
S100XGXB,2026-01-23 09:19:00,Securities Report,ゴールドマン・サックス・アセット・マネジメント株式会社,Goldman Sachs Asset Management Co.,,2025-10-23,Japan GAAP,,-12321796.0,-12321796,,,,,,,,
S100XGXD,2026-01-23 09:26:00,Securities Report,ゴールドマン・サックス・アセット・マネジメント株式会社,Goldman Sachs Asset Management Co.,,2025-10-27,Japan GAAP,,452815787.0,452815787,,,,,,,,
S100XG1O,2026-01-23 09:30:00,Securities Report,ティー・ロウ・プライス・ジャパン株式会社,,,2025-10-24,Japan GAAP,,240242275.0,240242275,,,,,,,,
S100WZTP,2026-01-23 09:31:00,Securities Report,ＳＢＩ岡三アセットマネジメント株式会社,SBI Okasan Asset Management Co.,,2025-10-24,Japan GAAP,,6704610892.0,6704610892,,,,,,,,
S100XGXF,2026-01-23 09:32:00,Securities Report,ゴールドマン・サックス・アセット・マネジメント株式会社,Goldman Sachs Asset Management Co.,,2025-10-27,Japan GAAP,,933746660.0,933746660,,,,,,,,
S100XEYX,2026-01-23 09:34:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,581389530.0,581389530,,,,,,,,
S100XG3Q,2026-01-23 09:37:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-23,Japan GAAP,,334351910.0,334351910,,,,,,,,
S100XDNT,2026-01-23 09:44:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,11027364777.0,11027364777,,,,,,,,
S100XDNU,2026-01-23 09:47:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,165809207.0,165809207,,,,,,,,
S100XBGA,2026-01-23 09:53:00,Securities Report,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,2025-10-27,Japan GAAP,,2054568007.0,2054568007,,,,,,,,
S100XEYE,2026-01-23 09:56:00,Securities Report,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,2025-10-27,Japan GAAP,,528378539.0,528378539,,,,,,,,
S100XH2J,2026-01-23 15:30:00,Securities Report,星野リゾート・リート投資法人,,3287.T,2025-10-31,Japan GAAP,,4325079000.0,3555878000,,,,,,,,
S100XGCL,2026-01-23 15:33:00,Securities Report,株式会社ハイレックスコーポレーション,,7279.T,2025-10-31,Japan GAAP,304123000000.0,3391000000.0,8419000000,,,,12023000000.0,665000000.0,-6892000000.0,0.049,0.632
S100XH8O,2026-01-23 16:21:00,Securities Report,株式会社アールエイジ,,3248.T,2025-10-31,Japan GAAP,3289922000.0,506538000.0,280133000,,,,449147000.0,-1695742000.0,784606000.0,0.060,0.311
S100X84V,2026-01-26 09:00:00,Securities Report,明治安田アセットマネジメント株式会社,Meiji Yasuda Asset Management Company Ltd.,,2025-10-27,Japan GAAP,,-61149079.0,-61149079,,,,,,,,
S100X92N,2026-01-26 09:00:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-07,Japan GAAP,,191802833.0,191802833,,,,,,,,
S100X701,2026-01-26 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-07,Japan GAAP,,5647009984.0,5647009984,,,,,,,,
S100X7T6,2026-01-26 09:03:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-05,Japan GAAP,,2478854228.0,2478854228,,,,,,,,
S100XGC5,2026-01-26 09:03:00,Securities Report,東京海上アセットマネジメント株式会社,TOKIO MARINE ASSET MANAGEMENT CO.,,2025-10-27,Japan GAAP,,9963178.0,9963178,,,,,,,,
S100X7TN,2026-01-26 09:04:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-05,Japan GAAP,,170433486.0,170433486,,,,,,,,
S100X7TW,2026-01-26 09:05:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-05,Japan GAAP,,4998423.0,4998423,,,,,,,,
S100XAK0,2026-01-26 09:06:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-07,Japan GAAP,,496490217.0,496490217,,,,,,,,
S100XGBS,2026-01-26 09:07:00,Securities Report,ＳＯＭＰＯアセットマネジメント株式会社,SOMPO Asset Management Co.,,2025-10-27,Japan GAAP,,22863842.0,22863842,,,,,,,,
S100XAK3,2026-01-26 09:07:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-29,Japan GAAP,,844839306.0,844839306,,,,,,,,
S100WZTR,2026-01-26 09:10:00,Securities Report,ＳＢＩ岡三アセットマネジメント株式会社,SBI Okasan Asset Management Co.,,2025-10-27,Japan GAAP,,725353012.0,725353012,,,,,,,,
S100XBCN,2026-01-26 09:17:00,Securities Report,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,2025-10-27,Japan GAAP,,366764776.0,366764776,,,,,,,,
S100XGQM,2026-01-26 09:28:00,Securities Report,アライアンス・バーンスタイン株式会社,AllianceBernstein Japan Ltd.,,2025-10-27,Japan GAAP,,5368633151.0,5368633151,,,,,,,,
S100XEPA,2026-01-26 09:57:00,Securities Report,Ｔ＆Ｄアセットマネジメント株式会社,,,2025-10-28,Japan GAAP,,297430776.0,297430776,,,,,,,,
S100XEPF,2026-01-26 09:58:00,Securities Report,Ｔ＆Ｄアセットマネジメント株式会社,,,2025-10-28,Japan GAAP,,68807492.0,68807492,,,,,,,,
S100XHCP,2026-01-26 12:18:00,Securities Report,株式会社ソフトウェア・サービス,,3733.T,2025-10-31,Japan GAAP,42298000000.0,8388000000.0,6112000000,,,,3214000000.0,-1559000000.0,-733000000.0,0.156,0.803
S100XH0G,2026-01-26 13:07:00,Securities Report,エイケン工業株式会社,,7265.T,2025-10-31,Japan GAAP,8100115000.0,411189000.0,326533000,,,,762395000.0,-322924000.0,-117310000.0,0.055,0.778
S100XHE7,2026-01-26 14:00:00,Securities Report,のむら産業株式会社,,7131.T,2025-10-31,Japan GAAP,7111932000.0,753445000.0,508265000,,,,977735000.0,-45427000.0,-126334000.0,0.241,0.473
S100XH69,2026-01-26 14:38:00,Securities Report,ナトコ株式会社,,4627.T,2025-10-31,Japan GAAP,22275001000.0,1398053000.0,1137776000,,,,1847425000.0,-211869000.0,-398297000.0,0.047,0.787
S100XH65,2026-01-26 15:00:00,Securities Report,アイ・ケイ・ケイホールディングス株式会社,,2198.T,2025-10-31,Japan GAAP,22455222000.0,1820634000.0,1963847000,,,,1985819000.0,-1721627000.0,-1589896000.0,0.173,0.584
S100XH0H,2026-01-26 15:02:00,Securities Report,ＳＣＡＴ株式会社,,3974.T,2025-10-31,Japan GAAP,2605272000.0,193039000.0,125510000,,,,282648000.0,-194901000.0,-106011000.0,0.063,0.672
S100XH5R,2026-01-26 15:30:00,Securities Report,株式会社ＰＯＰＥＲ,,5134.T,2025-10-31,Japan GAAP,1389448000.0,174426000.0,138756000,,,,213213000.0,-21457000.0,-48813000.0,0.174,0.700
S100XHEY,2026-01-26 15:30:00,Securities Report,株式会社pluszero,,5132.T,2025-10-31,Japan GAAP,1546369000.0,516654000.0,366545000,,,,433195000.0,-161898000.0,21275000.0,0.277,0.817
S100XH92,2026-01-26 15:39:00,Securities Report,ｔｒｉｐｌａ株式会社,,5136.T,2025-10-31,Japan GAAP,,519841000.0,501815000,,,,8493145000.0,56135000.0,-207525000.0,0.372,0.083
S100XHE2,2026-01-26 15:55:00,Securities Report,株式会社ジェイ・エス・ビー,,3480.T,2025-10-31,Japan GAAP,76045573000.0,7658877000.0,5151212000,,,,6805176000.0,-9324840000.0,2531653000.0,0.130,0.468
S100XH6J,2026-01-26 16:00:00,Securities Report,トビラシステムズ株式会社,,4441.T,2025-10-31,Japan GAAP,2805366000.0,898744000.0,625676000,,,,1752043000.0,-1383522000.0,-549300000.0,0.248,0.482
S100XDEG,2026-01-27 09:00:00,Securities Report,Ｔ＆Ｄアセットマネジメント株式会社,,,2025-10-29,Japan GAAP,,1317986949.0,1317986949,,,,,,,,
S100X2JS,2026-01-27 09:00:00,Securities Report,シュローダー・インベストメント・マネジメント株式会社,Schroder Investment Management (Japan) Limited,,2025-10-27,Japan GAAP,,1106827449.0,1106827449,,,,,,,,
S100XGK4,2026-01-27 09:01:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-27,Japan GAAP,,580789804.0,580789804,,,,,,,,
S100XDKO,2026-01-27 09:01:00,Securities Report,三井住友ＤＳアセットマネジメント株式会社,,,2025-10-30,Japan GAAP,,954496277.0,954496277,,,,,,,,
S100X2K3,2026-01-27 09:01:00,Securities Report,シュローダー・インベストメント・マネジメント株式会社,Schroder Investment Management (Japan) Limited,,2025-10-27,Japan GAAP,,1863132118.0,1863132118,,,,,,,,
S100XDY1,2026-01-27 09:02:00,Securities Report,カレラアセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,7588849000000.0,7588849000000,,,,,,,,
S100XDY5,2026-01-27 09:03:00,Securities Report,カレラアセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,271620076000000.0,271620076000000,,,,,,,,
S100XGMI,2026-01-27 09:04:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-27,Japan GAAP,,1378780450.0,1378780450,,,,,,,,
S100X2M5,2026-01-27 09:04:00,Securities Report,楽天投信投資顧問株式会社,,,2025-10-27,Japan GAAP,,79973505.0,79973505,,,,,,,,
S100XGXG,2026-01-27 09:05:00,Securities Report,ファイブスター投信投資顧問株式会社,,,2025-10-27,Japan GAAP,,948946440.0,948946440,,,,,,,,
S100X2M8,2026-01-27 09:06:00,Securities Report,楽天投信投資顧問株式会社,,,2025-10-27,Japan GAAP,,1097268075.0,1097268075,,,,,,,,
S100XGXK,2026-01-27 09:06:00,Securities Report,ファイブスター投信投資顧問株式会社,,,2025-10-27,Japan GAAP,,141716960.0,141716960,,,,,,,,
S100XGXV,2026-01-27 09:08:00,Securities Report,ファイブスター投信投資顧問株式会社,,,2025-10-27,Japan GAAP,,165997173.0,165997173,,,,,,,,
S100X29D,2026-01-27 09:08:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,2757530026.0,2757530026,,,,,,,,
S100XEIG,2026-01-27 09:09:00,Securities Report,キャピタル アセットマネジメント株式会社,Capital Asset Management Co.,,2025-10-27,Japan GAAP,,315115297.0,315115297,,,,,,,,
S100XF1O,2026-01-27 09:10:00,Securities Report,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,2025-10-27,Japan GAAP,,-528757920.0,-528757920,,,,,,,,
S100X29I,2026-01-27 09:10:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,56856950.0,56856950,,,,,,,,
S100XGPT,2026-01-27 09:12:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,345999.0,345999,,,,,,,,
S100XG5Z,2026-01-27 09:12:00,Securities Report,ＪＰモルガン・アセット・マネジメント株式会社,JPMORGAN ASSET MANAGEMENT CO.,,2025-10-28,Japan GAAP,,1615896059.0,1615896059,,,,,,,,
S100X29L,2026-01-27 09:12:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,390857342.0,390857342,,,,,,,,
S100X29S,2026-01-27 09:14:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,776049283.0,776049283,,,,,,,,
S100XGYQ,2026-01-27 09:14:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,6851968.0,6851968,,,,,,,,
S100XGUF,2026-01-27 09:15:00,Securities Report,ベイビュー・アセット・マネジメント株式会社,,,2025-10-27,Japan GAAP,,743250405.0,743250405,,,,,,,,
S100XH23,2026-01-27 09:15:00,Securities Report,クミアイ化学工業株式会社,,4996.T,2025-10-31,Japan GAAP,170462000000.0,10567000000.0,4381000000,,,,33803000000.0,-8929000000.0,-27850000000.0,0.030,0.582
S100X29X,2026-01-27 09:16:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,890920513.0,890920513,,,,,,,,
S100XGYU,2026-01-27 09:17:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,45299353.0,45299353,,,,,,,,
S100XGKA,2026-01-27 09:18:00,Securities Report,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,2025-10-27,Japan GAAP,,774408666000000.0,774408666000000,,,,,,,,
S100X2A2,2026-01-27 09:18:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,108834013.0,108834013,,,,,,,,
S100XH48,2026-01-27 09:19:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,373345786.0,373345786,,,,,,,,
S100XH0F,2026-01-27 09:20:00,Securities Report,スカイオーシャン・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,342568198.0,342568198,,,,,,,,
S100XGZ3,2026-01-27 09:21:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,765501400.0,765501400,,,,,,,,
S100X8IK,2026-01-27 09:23:00,Securities Report,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,2025-10-27,Japan GAAP,,1161603816.0,1161603816,,,,,,,,
S100XGZ9,2026-01-27 09:24:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,1809500854.0,1809500854,,,,,,,,
S100X8CT,2026-01-27 09:24:00,Securities Report,株式会社ｓｕｓｔｅｎキャピタル・マネジメント,,,2025-10-27,Japan GAAP,,270702100.0,270702100,,,,,,,,
S100XH2C,2026-01-27 09:26:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,1802097675.0,1802097675,,,,,,,,
S100XH3Q,2026-01-27 09:28:00,Securities Report,マネックス・アセットマネジメント株式会社,,,2025-10-27,Japan GAAP,,615802328.0,615802328,,,,,,,,
S100X8CV,2026-01-27 09:28:00,Securities Report,株式会社ｓｕｓｔｅｎキャピタル・マネジメント,,,2025-10-27,Japan GAAP,,45349971.0,45349971,,,,,,,,
S100XF02,2026-01-27 09:30:00,Securities Report,マニュライフ・インベストメント・マネジメント株式会社,,,2025-10-27,Japan GAAP,,143102606.0,143102606,,,,,,,,
S100X8CY,2026-01-27 09:32:00,Securities Report,株式会社ｓｕｓｔｅｎキャピタル・マネジメント,,,2025-10-27,Japan GAAP,,-311097.0,-311097,,,,,,,,
S100X8D1,2026-01-27 09:34:00,Securities Report,株式会社ｓｕｓｔｅｎキャピタル・マネジメント,,,2025-10-27,Japan GAAP,,125647535.0,125647535,,,,,,,,
S100XF05,2026-01-27 09:45:00,Securities Report,マニュライフ・インベストメント・マネジメント株式会社,,,2025-10-27,Japan GAAP,,-8202966.0,-8202966,,,,,,,,
S100XHK4,2026-01-27 13:30:00,Securities Report,株式会社ギフトホールディングス,,9279.T,2025-10-31,Japan GAAP,35878100000.0,3367903000.0,2185836000,,,,4089804000.0,-5533734000.0,1441217000.0,0.234,0.470
S100XHE6,2026-01-27 13:42:00,Securities Report,株式会社ミロク,,7983.T,2025-10-31,Japan GAAP,12518322000.0,-24598000.0,-2525115000,,,,1236749000.0,-2463804000.0,1590783000.0,,0.491
S100XHO2,2026-01-27 15:27:00,Securities Report,株式会社アシロ,,7378.T,2025-10-31,IFRS,6579453000.0,1419373000.0,1023632000,,,,1339147000.0,-49742000.0,-419718000.0,0.4412,0.5718
S100XHI8,2026-01-27 15:30:00,Securities Report,株式会社ＡＢ＆Ｃｏｍｐａｎｙ,,9251.T,2025-10-31,IFRS,19378000000.0,1630000000.0,893000000,,,,2879000000.0,-1244000000.0,-1614000000.0,0.051,0.383
S100XHDP,2026-01-27 15:31:00,Securities Report,株式会社エイチ・アイ・エス,,9603.T,2025-10-31,Japan GAAP,373106000000.0,11627000000.0,4719000000,,,,21219000000.0,-11013000000.0,-36457000000.0,0.088,0.144
