doc_id,filing_datetime,doc_type_name,filer_name,filer_name_en,ticker,fiscal_year_end,accounting_standard,net_sales,operating_income,net_income,assets,liabilities,equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,roe,equity_ratio
S100XW1B,2026-04-08 09:05:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,1473.T,2026-01-08,Japan GAAP,,152958815692,152958815692,,,,,,,,
S100XVSI,2026-04-08 09:06:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,1484.T,2026-01-08,Japan GAAP,,12888317700,12888317700,,,,,,,,
S100XVVY,2026-04-08 09:08:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,1493.T,2026-01-08,Japan GAAP,,120984957,120984957,,,,,,,,
S100XOZC,2026-04-08 09:09:00,Securities Report,朝日ライフ　アセットマネジメント株式会社,,,2026-01-09,Japan GAAP,,1021438420,1021438420,,,,,,,,
S100XLCV,2026-04-08 09:09:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1345.T,2026-01-08,Japan GAAP,,28999619493,28999619493,,,,,,,,
S100XQ07,2026-04-08 09:11:00,Securities Report,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,2026-01-09,Japan GAAP,,217667182,217667182,,,,,,,,
S100XLD2,2026-04-08 09:11:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1698.T,2026-01-08,Japan GAAP,,12497568075,12497568075,,,,,,,,
S100XLD8,2026-04-08 09:13:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1578.T,2026-01-08,Japan GAAP,,6594763754,6594763754,,,,,,,,
S100XLDI,2026-04-08 09:15:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1586.T,2026-01-08,Japan GAAP,,1126220047,1126220047,,,,,,,,
S100XLDQ,2026-04-08 09:16:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,0000.T,2026-01-08,Japan GAAP,,105667176298,105667176298,,,,,,,,
S100XQ0A,2026-04-08 09:18:00,Securities Report,朝日ライフ　アセットマネジメント株式会社,,,2026-01-09,Japan GAAP,,-46710792,-46710792,,,,,,,,
S100XLDU,2026-04-08 09:18:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1399.T,2026-01-08,Japan GAAP,,1572851445,1572851445,,,,,,,,
S100XLE0,2026-04-08 09:20:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1481.T,2026-01-08,Japan GAAP,,805797914,805797914,,,,,,,,
S100XLEC,2026-04-08 09:22:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,1490.T,2026-01-08,Japan GAAP,,60285280,60285280,,,,,,,,
S100XLEY,2026-04-08 09:27:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,2562.T,2026-01-08,Japan GAAP,,2693157157,2693157157,,,,,,,,
S100XLFB,2026-04-08 09:31:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2026-01-08,Japan GAAP,,5279750450,5279750450,,,,,,,,
S100XLFJ,2026-04-08 09:34:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2026-01-08,Japan GAAP,,2697498821,2697498821,,,,,,,,
S100XQ2F,2026-04-08 09:35:00,Securities Report,朝日ライフ　アセットマネジメント株式会社,,,2026-01-09,Japan GAAP,,33975050,33975050,,,,,,,,
S100XLFO,2026-04-08 09:35:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2026-01-08,Japan GAAP,,3005320212,3005320212,,,,,,,,
S100XLGH,2026-04-08 09:41:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,2562.T,2026-01-08,Japan GAAP,,614453857,614453857,,,,,,,,
S100XRY6,2026-04-08 09:43:00,Securities Report,インベスコ・アセット・マネジメント株式会社,INVESCO ASSET MANAGEMENT CO.,,2026-01-13,Japan GAAP,,2387099629,2387099629,,,,,,,,
S100XLGR,2026-04-08 09:45:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,2562.T,2026-01-08,Japan GAAP,,790987725,790987725,,,,,,,,
